Age,Attrition,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,in_mean_minutes,out_mean_minutes,work_duration_mean_minutes,in_std_minutes,out_std_minutes,missing_in_rate,missing_out_rate,valid_days_count,late_arrival_rate,early_leave_rate,time_features_imputed
23,0,6,4,2451,3,103220,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,600.1970138888888,960.8788194444445,360.68180555555557,17.882367490267864,26.284992293063155,0.08045977011494253,0.08045977011494253,240,0.5208333333333334,0.48333333333333334,0
31,0,3,3,2452,2,46210,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,599.3420110192837,989.6387052341597,390.296694214876,16.786366781533612,23.70477521471285,0.07279693486590039,0.07279693486590039,242,0.5082644628099173,0.09917355371900827,0
39,0,3,3,2453,2,109760,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,600.3698087431694,1210.8334699453553,610.4636612021858,17.92492591486358,25.37784155973312,0.06513409961685823,0.06513409961685823,244,0.45901639344262296,0.0,0
32,0,6,3,2454,1,36600,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,600.8048117154812,1059.6460251046024,458.8412133891214,16.485031304052345,22.93331901743173,0.0842911877394636,0.0842911877394636,239,0.4811715481171548,0.0,0
40,0,6,3,2455,3,104820,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,603.052886002886,1079.248556998557,476.195670995671,16.905689273112333,24.336192512893938,0.11494252873563218,0.11494252873563218,231,0.5844155844155844,0.0,0
45,0,19,4,2456,1,71190,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,598.0516326530612,1065.816462585034,467.76482993197277,16.34221765626111,24.47822605362396,0.06130268199233716,0.06130268199233716,245,0.45714285714285713,0.0,0
30,0,9,3,2457,1,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,600.19817251462,972.469298245614,372.2711257309942,17.103021041770006,27.046483986464676,0.12643678160919541,0.12643678160919541,228,0.5307017543859649,0.3026315789473684,0
24,0,3,4,2458,1,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,601.8990934449093,961.3729428172942,359.47384937238496,16.176374193285238,23.89154167131729,0.0842911877394636,0.0842911877394636,239,0.5355648535564853,0.47280334728033474,0
30,1,10,3,2459,1,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,599.7240740740741,1002.4733196159121,402.74924554183815,16.659212106990886,24.85721013384268,0.06896551724137931,0.06896551724137931,243,0.4609053497942387,0.04526748971193416,0
31,0,3,2,2460,3,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,600.7040136054422,1057.6619727891157,456.95795918367344,16.863685669036776,25.368659615226218,0.06130268199233716,0.06130268199233716,245,0.5265306122448979,0.0,0
27,0,3,3,2461,1,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,599.6989711934156,979.153840877915,379.45486968449933,15.925084603990456,23.40990174859936,0.06896551724137931,0.06896551724137931,243,0.4773662551440329,0.23045267489711935,0
29,1,4,3,2462,5,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,600.2559679767105,1008.8306404657933,408.57467248908296,15.89869199681208,23.798849655175392,0.12260536398467432,0.12260536398467432,229,0.5283842794759825,0.013100436681222707,0
29,0,8,4,2463,1,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,600.376359832636,1128.7736401673642,528.3972803347281,16.240785872892236,24.341036877723077,0.0842911877394636,0.0842911877394636,239,0.5439330543933054,0.0,0
30,0,7,3,2464,3,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,599.3075136612022,1077.2755464480872,477.96803278688526,16.634799315015538,23.77805893688107,0.06513409961685823,0.06513409961685823,244,0.46311475409836067,0.0,0
34,0,1,2,2465,2,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,597.432212885154,1191.436344537815,594.004131652661,15.72603524074988,25.4589999125731,0.08812260536398467,0.08812260536398467,238,0.42436974789915966,0.0,0
33,0,2,4,2466,1,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,600.6717086834735,1043.7940476190477,443.12233893557425,17.929010539213966,26.26136506685191,0.08812260536398467,0.08812260536398467,238,0.542016806722689,0.0,0
49,0,3,4,2467,1,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,598.2917704011064,1060.5377593360995,462.2459889349931,16.97163879614147,25.067758476798417,0.07662835249042145,0.07662835249042145,241,0.48132780082987553,0.0,0
33,1,10,3,2468,1,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,601.8126530612245,1099.0578231292516,497.2451700680272,16.18986852592947,23.520763242922385,0.06130268199233716,0.06130268199233716,245,0.5387755102040817,0.0,0
38,0,28,3,2469,1,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,600.1083694083694,1071.4567821067822,471.3484126984127,17.850670826949973,24.879423034267028,0.11494252873563218,0.11494252873563218,231,0.5151515151515151,0.0,0
31,1,9,4,2470,2,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,600.268558951965,971.8422125181951,371.57365356623,17.586615815947717,25.178565721441437,0.12260536398467432,0.12260536398467432,229,0.5414847161572053,0.25327510917030566,0
29,0,3,4,2471,2,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,600.8952789699571,980.9403433476394,380.0450643776824,16.51171393176568,23.54275098665267,0.10727969348659004,0.10727969348659004,233,0.51931330472103,0.1630901287553648,0
30,0,2,1,2472,1,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,597.4786873156343,1004.1924041297935,406.7137168141592,16.517132946965095,25.11211954852006,0.13409961685823754,0.13409961685823754,226,0.4557522123893805,0.05309734513274336,0
32,0,10,4,2473,1,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,601.6610632183907,960.698275862069,359.0372126436782,16.459832453173956,23.482897830569655,0.1111111111111111,0.1111111111111111,232,0.5387931034482759,0.5043103448275862,0
38,0,8,2,2474,1,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,602.2465541490859,1142.4868495077355,540.2402953586497,18.093754022835807,27.071192442837862,0.09195402298850575,0.09195402298850575,237,0.5611814345991561,0.0,0
43,1,1,4,2475,3,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,599.3658045977012,1101.9116379310344,502.54583333333335,18.290621812706835,28.794990747678018,0.1111111111111111,0.1111111111111111,232,0.47413793103448276,0.0,0
42,0,1,3,2476,1,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,601.269313304721,1003.6342632331903,402.3649499284693,16.994364386071357,23.929459119228724,0.10727969348659004,0.10727969348659004,233,0.5579399141630901,0.034334763948497854,0
55,0,3,2,2477,1,73510,8.0,20,1,34.0,3,1,0,0,3.0,3.0,3.0,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,599.3650655021835,1055.08173216885,455.7166666666666,16.27700821558953,24.107082219070712,0.12260536398467432,0.12260536398467432,229,0.49344978165938863,0.0,0
33,0,14,3,2478,1,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,600.3780774550485,1002.4027662517288,402.02468879668055,15.477369158126933,24.240462885990414,0.07662835249042145,0.07662835249042145,241,0.47717842323651455,0.024896265560165973,0
41,0,5,3,2479,1,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,599.635,977.061884057971,377.426884057971,15.1817306342507,24.1143653559898,0.11877394636015326,0.11877394636015326,230,0.5043478260869565,0.2,0
34,0,7,4,2480,1,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,599.4677083333333,1090.835,491.36729166666663,16.352422883163644,24.20314900306037,0.08045977011494253,0.08045977011494253,240,0.4583333333333333,0.0,0
53,0,10,4,2481,2,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,600.9811965811965,1087.0597578347579,486.07856125356125,15.447134921841313,23.718091503264386,0.10344827586206896,0.10344827586206896,234,0.49572649572649574,0.0,0
43,0,16,2,2482,1,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,599.4192528735632,965.2815373563218,365.8622844827586,17.413308962426274,26.004793474997836,0.1111111111111111,0.1111111111111111,232,0.49137931034482757,0.4051724137931034,0
34,0,10,2,2483,5,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,598.7934210526316,1061.0309941520468,462.2375730994152,15.770863023351845,24.22879293593912,0.12643678160919541,0.12643678160919541,228,0.4517543859649123,0.0,0
21,1,1,2,2484,5,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,599.8995708154505,1051.3650929899857,451.46552217453507,15.847206711057188,24.471331943158592,0.10727969348659004,0.10727969348659004,233,0.4892703862660944,0.0,0
38,0,8,2,2485,2,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,600.4677350427351,983.7939458689458,383.3262108262108,17.555151939163935,23.704401351810198,0.10344827586206896,0.10344827586206896,234,0.5256410256410257,0.1623931623931624,0
22,1,1,3,2486,4,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,599.9890710382513,1133.414275956284,533.4252049180328,16.88437700595581,23.20437733593797,0.06513409961685823,0.06513409961685823,244,0.5,0.0,0
31,0,8,5,2487,5,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,600.5735460992908,1037.3775177304965,436.8039716312056,16.047427443125628,23.009126750107438,0.09961685823754789,0.09961685823754789,235,0.502127659574468,0.0,0
51,0,1,4,2488,1,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,600.7025751072962,1002.902861230329,402.2002861230329,16.813649241360547,24.518085023403753,0.10727969348659004,0.10727969348659004,233,0.5407725321888412,0.04291845493562232,0
37,0,24,1,2489,2,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,597.244301994302,1078.5050569800571,481.26075498575494,17.905591601451334,26.08440038718489,0.10344827586206896,0.10344827586206896,234,0.4700854700854701,0.0,0
46,0,3,4,2490,1,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,601.5353191489361,1201.1785815602836,599.6432624113475,16.378028223212027,24.76993187404757,0.09961685823754789,0.09961685823754789,235,0.5319148936170213,0.0,0
36,0,27,3,2491,4,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,599.5329787234042,1169.7824113475176,570.2494326241136,18.06269743345854,27.30760446271311,0.09961685823754789,0.09961685823754789,235,0.49361702127659574,0.0,0
44,1,10,4,2492,1,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,601.8160919540229,1159.0872126436782,557.2711206896552,16.71114151548381,24.400026992959173,0.1111111111111111,0.1111111111111111,232,0.4956896551724138,0.0,0
37,0,19,2,2493,2,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,598.4092747559275,966.4375174337519,368.02824267782427,15.587364515049758,23.218102898693736,0.0842911877394636,0.0842911877394636,239,0.4476987447698745,0.4100418410041841,0
35,1,15,4,2494,2,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,600.0264177040111,1114.9809128630707,514.9544951590595,18.405389285548242,24.275269430481465,0.07662835249042145,0.07662835249042145,241,0.5103734439834025,0.0,0
33,0,8,5,2495,2,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,600.1772988505747,1079.708117816092,479.5308189655172,16.604884970683134,25.72118126015049,0.1111111111111111,0.1111111111111111,232,0.521551724137931,0.0,0
28,0,9,3,2496,2,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,600.2577304964539,1043.6473758865247,443.389645390071,18.129078197989656,25.16378049841757,0.09961685823754789,0.09961685823754789,235,0.4851063829787234,0.0,0
39,0,3,4,2497,2,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,599.2867668097281,1013.8263948497854,414.53962804005727,16.380828351763174,24.980265166139144,0.10727969348659004,0.10727969348659004,233,0.49356223175965663,0.008583690987124463,0
46,0,9,2,2498,2,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,599.7991631799163,1001.3135285913529,401.51436541143653,15.991310424749793,24.007061590655976,0.0842911877394636,0.0842911877394636,239,0.5606694560669456,0.029288702928870293,0
40,0,2,2,2499,1,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,599.5849862258954,992.8923553719007,393.3073691460055,16.519521319458995,24.60166583452302,0.07279693486590039,0.07279693486590039,242,0.45867768595041325,0.09917355371900827,0
42,0,7,4,2500,2,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,601.7228991596638,997.7474789915966,396.0245798319328,16.47544919870811,24.924176731468375,0.08812260536398467,0.08812260536398467,238,0.5672268907563025,0.07983193277310924,0
35,0,10,1,2501,2,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,599.9971193415638,1002.164060356653,402.16694101508915,16.558149501071675,23.95446715859431,0.06896551724137931,0.06896551724137931,243,0.4609053497942387,0.024691358024691357,0
38,0,6,4,2502,3,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,599.1948326055314,1064.668558951965,465.47372634643375,16.35285312402488,21.435203512444794,0.12260536398467432,0.12260536398467432,229,0.4890829694323144,0.0,0
34,1,2,1,2503,1,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,600.0445887445887,1073.3424242424242,473.2978354978354,17.486819420387594,26.064954938254647,0.11494252873563218,0.11494252873563218,231,0.49783549783549785,0.0,0
37,1,24,3,2504,1,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,599.0384027777778,970.815,371.7765972222222,17.671234534723666,24.194246072222512,0.08045977011494253,0.08045977011494253,240,0.4666666666666667,0.3333333333333333,0
39,0,2,1,2505,2,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,601.5311688311689,973.2934343434346,371.76226551226557,15.859142127314682,23.9887215636908,0.11494252873563218,0.11494252873563218,231,0.5021645021645021,0.3116883116883117,0
43,0,8,5,2506,3,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,600.6450216450216,1044.6445165945165,443.99949494949493,15.863507875405618,22.53488538185885,0.11494252873563218,0.11494252873563218,231,0.5108225108225108,0.0,0
41,0,3,3,2507,3,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,597.8693713450293,1066.6137426900584,468.74437134502926,15.231212197552424,25.157839107406577,0.12643678160919541,0.12643678160919541,228,0.4692982456140351,0.0,0
41,0,1,1,2508,3,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,599.9495138888888,1216.8556944444447,616.9061805555556,15.657551830677432,22.378675531186854,0.08045977011494253,0.08045977011494253,240,0.475,0.0,0
30,0,26,3,2509,2,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,599.1927350427351,1026.0751424501425,426.88240740740747,16.149533033168215,24.146845368554217,0.10344827586206896,0.10344827586206896,234,0.46153846153846156,0.0,0
26,1,2,1,2510,3,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,600.6415966386554,1123.7289915966387,523.0873949579832,16.389105799506126,23.10577518687337,0.08812260536398467,0.08812260536398467,238,0.5252100840336135,0.0,0
46,1,10,3,2511,1,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,600.4801418439715,1081.986170212766,481.50602836879426,16.540068416655892,22.238952441333723,0.09961685823754789,0.09961685823754789,235,0.5063829787234042,0.0,0
40,0,27,2,2512,3,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,598.964412568306,995.6268442622951,396.66243169398905,15.722625906815818,21.799319939124096,0.06513409961685823,0.06513409961685823,244,0.5040983606557377,0.05327868852459016,0
34,0,2,3,2513,2,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,599.0419444444445,1041.6447916666666,442.60284722222224,16.38576234823505,22.43561363409059,0.08045977011494253,0.08045977011494253,240,0.475,0.0,0
58,0,2,4,2514,1,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,597.9679644808743,993.900887978142,395.9329234972678,16.143334156169402,23.846431509413932,0.06513409961685823,0.06513409961685823,244,0.45081967213114754,0.05737704918032787,0
35,0,8,1,2515,3,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,600.9662482566249,1045.6186192468617,444.65237099023705,17.36001158290122,26.52232558320152,0.0842911877394636,0.0842911877394636,239,0.5188284518828452,0.0,0
47,0,19,5,2516,2,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,599.5151773049646,1240.2497872340425,640.734609929078,16.167092143614124,23.418463470967772,0.09961685823754789,0.09961685823754789,235,0.4978723404255319,0.0,0
40,0,1,4,2517,2,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,598.4292385057471,1032.0547413793104,433.6255028735632,16.055123110997776,24.663848002641924,0.1111111111111111,0.1111111111111111,232,0.4827586206896552,0.0,0
54,0,27,4,2518,1,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,600.3393067846608,1024.8171828908555,424.4778761061947,18.573102281439763,25.594829984872927,0.13409961685823754,0.13409961685823754,226,0.5265486725663717,0.004424778761061947,0
31,0,8,4,2519,3,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,597.6583697234352,1047.3082969432314,449.64992721979627,17.350874897500386,23.83386795624018,0.12260536398467432,0.12260536398467432,229,0.45414847161572053,0.0,0
28,0,1,2,2520,3,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,599.8065157750343,1056.5229080932786,456.7163923182442,16.64910796357112,22.669574054996097,0.06896551724137931,0.06896551724137931,243,0.51440329218107,0.0,0
38,0,19,3,2521,2,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,599.0375857338819,1169.0757887517145,570.0382030178326,15.501616602397617,24.288716412278934,0.06896551724137931,0.06896551724137931,243,0.43621399176954734,0.0,0
26,0,8,3,2522,1,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600.5700421940928,967.5154711673698,366.94542897327716,17.474756351825082,24.906131206622323,0.09195402298850575,0.09195402298850575,237,0.5189873417721519,0.3628691983122363,0
58,0,10,4,2523,1,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,601.154761904762,1178.0691836734695,576.9144217687075,16.889125876129437,24.560091342716408,0.06130268199233716,0.06130268199233716,245,0.5061224489795918,0.0,0
18,0,2,3,2524,3,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600.4582241630276,1058.320232896652,457.8620087336244,16.673916377935342,23.572280242945396,0.12260536398467432,0.12260536398467432,229,0.4759825327510917,0.0,0
31,1,2,3,2525,3,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,600.8662464985995,969.3813725490196,368.5151260504201,17.038790574972793,23.99424764792044,0.08812260536398467,0.08812260536398467,238,0.5378151260504201,0.35294117647058826,0
29,1,8,2,2526,1,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,600.0499322493224,1120.4250677506775,520.375135501355,17.55090978370506,25.529842292913997,0.05747126436781609,0.05747126436781609,246,0.4796747967479675,0.0,0
45,0,1,4,2527,1,170480,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,600.1823746312684,1032.1598820058996,431.9775073746313,16.102883886036555,23.714775686532622,0.13409961685823754,0.13409961685823754,226,0.5221238938053098,0.0,0
36,0,2,3,2528,5,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,599.0616182572614,1239.981950207469,640.9203319502076,17.00127578573309,24.539936421280174,0.07662835249042145,0.07662835249042145,241,0.4854771784232365,0.0,0
43,0,8,3,2529,1,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,600.3005486968451,1022.2143347050753,421.91378600823043,16.748123455339165,24.93967048621476,0.06896551724137931,0.06896551724137931,243,0.5061728395061729,0.00411522633744856,0
27,0,8,4,2530,5,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,600.1514285714286,1213.4331972789114,613.2817687074829,15.69646622372591,23.590315152961015,0.06130268199233716,0.06130268199233716,245,0.5224489795918368,0.0,0
